SMILE,frag_likeliness
C=C(CCCCCCCCCCCCCCCCC)C(C)C,0
CCCCCC1=CC(=N)C=C1,0
C=CCCCCCCCCCCCCCCCC(C)CCCCC,0
CCCC(=N)CC(C)C1CCCCC1,0
CCCCCC(CC)CN,0
C=C(C=N)CCCCCCCCC,0
CCCCCCCCCCCCCCCC(C)CCCCC,0
CC1CCC=CCCCCC=CC(=N)CCCC1,0
CC(C)(C)CN,0
CCCCCCCCCCC(=N)CCC,0
N=C1CCCCCCCCCCCC1,0
CCCCCCCCCC(C)=N,0
CCCCCCCN,0
CCC(C=N)CC(C)C,0
CCC=N,0
C=C(CCCCCCCCCCCCCCCCC)CCC(C)CC,0
CCCC1CCCC(=N)C1,0
CCCC(C)C(C)CC=N,0
C=C(CCCCCCCCCCCCCCC(C)C)CCC(C)C,0
CCC(N)C(C)CC(C)(C)C,0
CCCCC(C=N)CC,0
C=CC(N)CCCCCC,0
CCCCCCCCCCCN,0
C=C(C)CCCCCCC=CCCCCCCCCCCC,0
CC1CCC(N)C1,0
C=CC(=N)C(C)CCC,0
C=C(C=N)CCCCCCCC,0
C=C(CC=N)C1CC2=CCC1C2,0
CCC(C)CCCCCCCCC(C)C=N,0
C=C(CCC)CCCCCCCCCCCCCCCCC,0
C=CC=N,0
CCCCCCCCCCCC(CCCCCCC)CCCCCCC,0
C=C(C=N)CCCCCCCCCCCC,0
CCCCCCCCCCCCCCCCCCCC(C)C,0
CCCCCC(C)CCCC=N,0
C=C(CCCCCCC)CCCCCCCCCCCCCCCCC,0
CCCCCC=CCC(C)=N,0
C=C1CC(CC)=CC1=N,0
CCCCCCC=CCCN,0
CCCC(CC=N)CCC,0
CCCCCCCCCCC=N,0
CC1=CC(=N)C=C1,0
C=CCCCCC=N,0
C=C(CCCCCCCCCCCCCCC)CCCC(C)C,0
CC(C)C(C)CCCC(C)(C)C=N,0
CCCCCCCCCCCCC=N,0
CCCCCC1=CC(=N)CC1,0
N=CCN,0
C=CCCCC(C)CCCC(C)=N,0
C=C(CC=N)CCCCCCC,0
C=C(C)CCCCCCCCCCCCCCCCCCC,0
C=C(CCCCC)CCCCCCCCCCCCCCC,0
CCCCCCCCCCCCC(C)C=N,0
CCCC=CC(=N)CCCCC,0
CC(C)CCCC(C)CC=N,0
CCCC(C)C(C)C=N,0
CCCCCCCCC(CC)CN,0
CCC(C)CCCC=N,0
N=N,0
CCC(CC)CC(C)CCCCCCCCCCCCCCC(C)C,0
NCCCCCCCN,0
CCCC(C)C(CC)CC1=C=C=CC1=N,0
CC(C)CC1CCC(CC(C)N)C1,0
CCCCC=C=N,0
C=CC(C)C(C)CCN,0
CCCCCCCCCCCCCCCN,0
CCCCCC1C=CC(=N)C1,0
CCCC(C)CCC=N,0
CC(C)CCCCCCCCCCCCCCC(C)CCC(C)C,0
CCCCCCCCCCC(C)C=N,0
CCCCCCCCCCCCCCCCCCC(C)CCC,0
CCCCC(C)=N,0
CC1CC(C)CC(N)C1,0
CCCCCCCCC(C)C=N,0
CCCCC(C)C(C)C=N,0
CCCCCCCCCC(C)CCN,0
CCC(C)C(C)C=N,0
CCCCCCCCC(C)N,0
C=CCCCCN,0
CCC(C)CCCCCCC(C)=N,0
CCCCCC(C)C=N,0
CC1=CC(C)C(CCC=N)C1,0
CCC(C)C=N,0
CC=CCCCCC(CC)CN,0
CCCCCCCCCCCCCCCCCC(C)CCCC,0
CCCCCCC(CCC)CCN,0
C=C1CCCC(CCCCCCN)C1,0
C=CC(CN)CCCCCCCCCCC,0
C=CCC(=C)CCCCCCCCCCCCCCCCC,0
CCCCCC=N,0
CCCCCCCCCN,0
CCC1=CC(=N)C=C1,0
C=CC(C=N)CC,0
C=C(CCC=N)CCCCCC1CCCCC1,0
CCCCCCCCC(=N)C(C)C,0
C=C(CCCC)CCC(=N)CCCC,0
C=CCC(CC=N)CCC,0
CCCCC=N,0
CC1=CC(C)CC(CN)C1,0
C=C=CC(C=N)CCCCCCC,0
CCC(C=N)C(C)C,0
CC(C)CC(C)C=N,0
CC(C)CC(=N)CCCC1CCCCC1,0
CCCC(CC=N)C(C)CC,0
CC(C)C(=N)C(C)C,0
CCC(=N)CCCC(C)(CC)CN,0
C=C(C)CN,0
CCCC(CC)CCN,0
CC1CC(C)NC(C)C1,0
CC(C)CCCC(C)CCN,0
C=C1CCC(C(C)=N)CC1,0
CCCCCCCCCCCCCCN,0
C=C(C)CCCC(C)CC(CCC)CCN,0
CC(C)CC=N,0
CC1CCCC(N)C1,0
CC1CCC(CCCCCCCC=N)C1,0
CCCCCCCCCC=N,0
CCCCCCC(CN)CN,0
C=CCCC(=N)CCCC(C)CC,0
CCCCCCCCC=C=CCCCCCCC(C)CCC,0
C=C(CC=N)CCCC,0
CCCCC1=CN=C=C1,0
CCC(C=N)CC,0
C=C(CCCCCCCCC)CCCC(C)CCCC(C)C,0
C=N,0
C=C(C)CC(C)CCCC(C)C=N,0
C=CCCN,0
CCCC(C)CCCCCCCCCCCCCC=N,0
C=C(CCC)CCCCCCCCCCCCCCCCCC,0
CCCCCCCCC=N,0
CCCC(CC)CC=N,0
C=C(C)CCCC(=C)CCN,0
CC(C)C(C)C=N,0
C=C(C=N)CC,0
C=C(C)CC(=C)CCCCN,0
CCCCCC=CCC(C)C=N,0
CCCCCCCCCCCC(CC)CN,0
CCCC(C)CC=N,0
C=C(CN)CCCCCCCC(C)C,0
C=C(C)C1=CNN=C=C1,0
CCCCCCCCCCCCCCCCCC(C)CCC(C)CC,0
CCCCCCCCCCC(=N)CC(C)C,0
CCCCCCCCCCC(C)=N,0
C=C1C(=N)C(C)C(C)C1C,0
CCC(C)C(C)C(C)C=N,0
CC(C)CCCCCCCCCC=N,0
C=CCC=N,0
C=C(CCCCCCCCCCC)CCCC(C)CCCC(C)C,0
CCCCCC(=N)CC(C)CCCCC,0
CC(C)CCCC(C)(C)CN,0
CCCC(C)C=N,0
CCCC(C=N)CCC,0
C=C(C=N)CCCC,0
CCC1=CC(=N)C=C1CC,0
CCCCCC(C)CC=N,0
CCCCCC(C=N)C=N,0
