SMILE,frag_likeliness
CC(=O)CSC(N)=O,1
C=CNCCCCCCCSC(C)C,1
CC1=CCC=C1,1
OCCCS,1
CCC(=O)C(N)CC,1
CNC(=O)CC(C)C,1
CC1OCCO1,1
CCCCC1C=NOO1,1
CCC=CCC,1
CSC(C)C(C)(C)O,1
CCCCCC=CCS,1
CSCCSCCCCCCCCS,1
CCC1=CN=C(C)SO1,1
C=CCCC,1
CC1=CCS2(O)CC1C2(C)S,1
CNC(=O)C1CC2CC1C(C)(C)C2,1
CC1CCSCC1,1
CCC=CCCCSCC(=S)CC,1
NC1CCOC1,1
CC1CCSCC1=S,1
CCC(C)OC(=O)C=C(C)C,1
CC1=CSC(CCO)=CS1,1
CSOO,1
CCCCCC,1
CNCCCCCO,1
CC=CC(N)=O,1
CCC(O)CCCCO,1
C=CC=CC,1
C=CC(=C)CCCC(C)(S)CC,1
CC1(C)C2CCC(C2)C1O,1
CC=COC,1
CCCCC1=C(C)SC(C)S1,1
CC1(C)C2=CC1C(OCC=O)=CC2,1
CC(=O)OCO,1
CC(N)CO,1
CCCCCCC(C)C,1
O=S(CO)c1ncco1,1
CC1CCSC1,1
CC(S)c1ccc(O)cn1,1
CC(=S)CC(C)S,1
CCCCC(C)C,1
C=C(SC)C(S)CCCCCCCC,1
CCC(=O)SC(C)C,1
CCNCCCC(O)C=O,1
COCCOC(C)O,1
C=CC(=C)NCC,1
CC1=CSCCN1,1
CSC(=O)CCCS,1
C=CCOOC,1
CC1CCCC1,1
C=C(O)C=CC(CCC(=C)O)C(C)C,1
CC(O)CCC(O)SCCN,1
OCCCc1cccnc1,1
C=CCOCCCCCCCC,1
C1=COCC1,1
CCC(O)S,1
CC=CC=CC(=O)CSCC,1
CC=COCC,1
CCC(CC)CS,1
C=CCCSC,1
[NH-]CCCS,1
OCCC(O)S,1
CC(C)=CC=N,1
CC(C)OC(C)C,1
CCC(C)C=S,1
O=CCCC=O,1
CCCCCC=COC1CCCC1C,1
COC1=C=C=C(CCCS)N=C1,1
OOCC(O)O,1
C1COSSC1,1
C=CCCCOCCCC,1
C=CC1=COSC=C1C,1
CC1=CC(C)CC1,1
C=C1OCC(C)=C1CCCCC,1
Cn1cccn1,1
CSCO,1
CC(C=O)CCCCO,1
CSCCC(C)O,1
C=CCC(C)C(=C)OCC,1
CCC,1
CCCS(=O)N1OC=CS1,1
CCCCOC,1
CSC(C)CO,1
CC1CC(C)SC(O)N1,1
C=CCC=CCCC(=O)NCC,1
CCCOSC,1
C=C(CCCC)OCC,1
C1ONSCSO1,1
CCCCNSCCC,1
COC(C)C(C)O,1
CNCCCC1OC(C)C(C)O1,1
S=C1CCCCCC1,1
CC1=C(C)SC2=C(CCC2)N1,1
CCCCCCCC(C)CC,1
C=CC(C)(C)S(=O)CC(C)C,1
OO,1
CCCOCCC,1
CC(S)CCCC(C)S,1
CC1CCC(S)S1,1
O=C(CCO)C1=NC=CC1,1
CSC(=O)O,1
CCc1cc(C)cnc1N,1
CC(C)COC1=CC=S2C=CC=CC2=C1,1
CCCCS(C)=O,1
CCC(C)(O)SO,1
CC1C=CC(C)O1,1
COSC,1
C=C(O)c1ccccc1,1
CSCC=CNC(C)=O,1
C[SH](=O)=Cc1ccccc1,1
CCCSC(=O)O,1
CC1C=CC(CC(C)C=O)C=C1,1
CCC(C)CNC=O,1
C=CCCC(=C)S,1
CCCCOCSSS,1
C=CC1C=CN(C)C=C1S,1
CC(C=S)c1ccccc1,1
C=CC=C,1
Cc1cc(CC(C)C)ccc1CCCO,1
CCCCCOC(=O)OCCS,1
CC1CCC(=S)C1=S,1
CCCOC,1
SC1CCSC1,1
CCSC(=O)CC1CCCCC1,1
C1=CCCC1,1
CSCS(C)=O,1
COCCN=CCCCC=O,1
CCC(C)CCC(C)C,1
CC(C)=COC(C)C,1
C=C(CCC)OCCCCOCCCC,1
Cc1cc(N)cc(S)n1,1
CCOCC1=C(N)C=CCC1,1
COc1ccc(C)c(C)n1,1
C=CC(C)(O)CNC=S(C)C,1
CC(C)C,1
C=C(CC)CO,1
CC1=CCC(C)C(C)C1O,1
CC1=CC(O)OC1C,1
CCS(=O)CCC(=O)NC,1
CSCCC[O-],1
CCCCSCCC,1
CCNC(N)=O,1
COC(OC)OCCCCN,1
CCSC(C)S(O)(O)CC,1
CNN1CC=CC1C(C)=O,1
CC(CC(=O)O)CS(C)(C)C,1
CCOC(=O)C1=CC=CCC1,1
C=NCCC,1
CCCC,1
Cc1csc(C)c1,1
CCCSCCCCC1CCCC1=S,1
CCC(C)C(N)=O,1
Cc1ccccc1C(=O)O,1
C1CNCOC1,1
O=C(OO)c1ccco1,1
CC1CCC(C)C1,1
CC(C)C(C)C,1
CCCCCCCCCSSC,1
CCCOCCCCC(=O)CC(C)C,1
O=S(C=CCO)OCCOO,1
CCOOc1cnccn1,1
OCCCCCCO,1
COCC(=O)CCCCCN,1
C=C(C)C(C)C(C)O,1
CCCC(O)CCO,1
C=CCOC(=O)[N-]CC,1
C=CCSOOSC=C,1
O=C(O)C1CCCCS1,1
CS(C)([O-])O,1
O=C1NCCCCS1,1
CCC(N)C(O)=S,1
SCC1CC=CSS1,1
CCS(=O)COC(C)O,1
CCCC=CC(O)SC,1
CS1=CC=S(C)O1,1
C=C(OSCCCCC)SC,1
CNCCS,1
S=C1C=CCO1,1
OCOC1CC=C(S)C1(O)S,1
CCC(C)C,1
CCOC(=O)OCO,1
CSC1CSON(CO)S1,1
CCOC(=O)C(C)(O)C(C)CC,1
CC(C)CC(C)C(=O)O,1
C=S1C=CC(O)C1,1
NCO,1
C=C1CCCCCN1,1
C=CC(O)C(O)CS,1
CCCCC=CCCCCS,1
