SMILE,frag_likeliness
C=CC(=C)CCCC(C)(S)CC,1
CC1(C)C2CCC(C2)C1O,1
CC=COC,1
CCCCC1=C(C)SC(C)S1,1
CC1(C)C2=CC1C(OCC=O)=CC2,1
CC(N)CO,1
CCCCCCC(C)C,1
CC1CCSC1,1
CC(=S)CC(C)S,1
CCCCC(C)C,1
C=C(SC)C(S)CCCCCCCC,1
CCC(=O)SC(C)C,1
C=CC(=C)NCC,1
CC1=CSCCN1,1
C=CCOOC,1
CC1CCCC1,1
C=C(O)C=CC(CCC(=C)O)C(C)C,1
OCCCc1cccnc1,1
C=CCOCCCCCCCC,1
C1=COCC1,1
CCC(O)S,1
CC=CC=CC(=O)CSCC,1
CC=COCC,1
CCC(CC)CS,1
C=CCCSC,1
[NH-]CCCS,1
CC(C)=CC=N,1
CC(C)OC(C)C,1
CCC(C)C=S,1
O=CCCC=O,1
CCCCCC=COC1CCCC1C,1
C=CCCCOCCCC,1
C=CC1=COSC=C1C,1
CC1=CC(C)CC1,1
C=C1OCC(C)=C1CCCCC,1
Cn1cccn1,1
CSCO,1
CC(C=O)CCCCO,1
CSCCC(C)O,1
C=CCC(C)C(=C)OCC,1
CCC,1
CCCCOC,1
CSC(C)CO,1
C=CCC=CCCC(=O)NCC,1
CCCOSC,1
C=C(CCCC)OCC,1
CCCCNSCCC,1
COC(C)C(C)O,1
S=C1CCCCCC1,1
CC1=C(C)SC2=C(CCC2)N1,1
CCCCCCCC(C)CC,1
C=CC(C)(C)S(=O)CC(C)C,1
OO,1
CCCOCCC,1
CC(S)CCCC(C)S,1
CC1CCC(S)S1,1
CCc1cc(C)cnc1N,1
CC(C)COC1=CC=S2C=CC=CC2=C1,1
CCCCS(C)=O,1
CC1C=CC(C)O1,1
COSC,1
C=C(O)c1ccccc1,1
C[SH](=O)=Cc1ccccc1,1
CC1C=CC(CC(C)C=O)C=C1,1
CCC(C)CNC=O,1
C=CCCC(=C)S,1
C=CC1C=CN(C)C=C1S,1
CC(C=S)c1ccccc1,1
C=CC=C,1
Cc1cc(CC(C)C)ccc1CCCO,1
CC1CCC(=S)C1=S,1
CCCOC,1
SC1CCSC1,1
CCSC(=O)CC1CCCCC1,1
C1=CCCC1,1
CCC(C)CCC(C)C,1
CC(C)=COC(C)C,1
C=C(CCC)OCCCCOCCCC,1
CCOCC1=C(N)C=CCC1,1
COc1ccc(C)c(C)n1,1
CC(C)C,1
C=C(CC)CO,1
CC1=CCC(C)C(C)C1O,1
CC1=CC(O)OC1C,1
CSCCC[O-],1
CCCCSCCC,1
CCOC(=O)C1=CC=CCC1,1
C=NCCC,1
CCCC,1
Cc1csc(C)c1,1
CCCSCCCCC1CCCC1=S,1
CCC(C)C(N)=O,1
Cc1ccccc1C(=O)O,1
C1CNCOC1,1
CC1CCC(C)C1,1
CC(C)C(C)C,1
CCCCCCCCCSSC,1
CCCOCCCCC(=O)CC(C)C,1
OCCCCCCO,1
C=C(C)C(C)C(C)O,1
CCCC(O)CCO,1
CCCC=CC(O)SC,1
CNCCS,1
S=C1C=CCO1,1
CCC(C)C,1
CC(C)CC(C)C(=O)O,1
C=S1C=CC(O)C1,1
NCO,1
C=C1CCCCCN1,1
CCCCC=CCCCCS,1
